tfidf_svm_0,tfidf_svm_1,tfidf_svm_2,tfidf_svm_3,tfidf_svm_4,tfidf_svm_5,tfidf_svm_6
-1.0055125185970848,-0.34174358359427914,-0.9204807129575789,-0.9465671788479326,-1.0065169235256632,-0.9837159168190952,-0.9977090893441709
-1.0644882645397702,-0.4303095130461521,-0.720366422514614,-0.9798309719106676,-1.0030952546773784,-1.0299863879643196,-1.0017709165101505
-1.0146126950654069,-0.31105401187365456,-0.9757586936661294,-0.7764339877423333,-0.9443012822944993,-1.0231274822217962,-1.024336951385766
-1.0206217418724624,-0.031118593873349865,-0.33338396427436146,-1.1410678135882018,-1.0922346872978346,-1.1227063218610978,-1.0401553735722469
-1.0218911136012434,0.6163970512088321,-1.0811712514719218,-1.1615203623584183,-0.9157182217343458,-1.0090456986836775,-1.0071239873529754
-1.0304055315760587,-1.4501715222901341,-0.8963388094492524,-0.48394434526056057,-0.8920834646553052,-1.0292138950133158,-0.9941052887740932
-0.9870092277929512,-1.2977688184918081,-1.0462706103134232,-0.608619569032935,-0.787105838548543,-1.0013367902943837,-0.9925933472924032
-0.9516310422836638,-1.7191729521515347,-0.6260819617243513,-0.6689646248137251,-0.8637008476699101,-0.9694465230418026,-1.0381520967691777
-1.0569114295619966,2.1025575766649163,-1.5322791433347254,-1.2566719466676401,-0.9577342098832567,-1.1009459518158855,-0.9962648510360842
-0.9776115270506841,-1.1182768021246494,-0.823436820134383,-1.1535860966206692,-0.7054464646750548,-0.9419809077616522,-0.9748071163248873
-1.02148854022771,-0.3606604836934947,-0.9222845842907508,-0.919738780650378,-0.9065113230303606,-1.0048645756570163,-1.0324926657881137
-1.026125320909578,-0.041841199850731814,-0.5002566431796052,-1.024732289143336,-1.1260066169634513,-1.076029700068821,-1.0183297849605675
-1.0163554127312642,-0.8318512942398182,-1.0246759418151845,-0.9791398557735987,-0.6682346538224797,-0.9985815606451615,-0.9495734747649525
-0.9649880163242246,-1.3546441324317924,-1.033345101735955,-0.5844574878195135,-0.9442937283275296,-0.8804890943713547,-0.998464999299468
-0.9894227065827705,-0.19790051816006937,-0.9599525975193496,-1.0023214998921366,-0.9122941260514614,-0.9607052159008996,-1.0058313838767883
-0.9992975861247879,-0.03865161093732555,-0.6179557292309297,-0.9722651829409079,-1.1068866246793734,-1.0945445525670623,-1.0285168584993005
-1.028769074610432,-1.1673776570794694,-0.7133408016844899,-0.7110322345924573,-1.0508128971159298,-0.9123803084667381,-0.9922633733768031
-1.0943155707034797,-1.230618733848196,-0.7842088144215089,-0.35081342852119585,-0.9570859416108577,-1.0557759428469333,-1.0049510111088398
-0.9978086730873459,-0.5733831414338867,-0.8248800841732736,-0.8442726652983471,-0.9802090133145472,-1.0359200612386765,-0.9953158016547107
-1.0576096147369936,0.2808626301794585,-1.096505213123781,-1.013640216465494,-0.9987743256040815,-0.9550799001132992,-1.010805017057447
-0.9956888602576393,0.07263964356583846,-0.5651905002409849,-1.3705595988249386,-1.0023328998769991,-0.9742014036787754,-1.0300049465594803
-1.0971626805847516,1.1670394660951804,-1.2996025222433243,-1.1015219241603023,-0.9158345958097839,-1.0642749556038087,-1.0247578339518113
-1.0342486233858645,-0.8037567114103135,-0.8593646223453915,-0.805974278820444,-0.9197539535887659,-1.0398762314345908,-1.0084734212034172
-1.045550412653112,-0.1510546671111,-0.7189085627816222,-0.9559383389965961,-1.0610942188982329,-0.9901707904585186,-1.0393616089947602
-1.0123870773877859,-0.5655419902305285,-0.2292463839432305,-1.1321754608391328,-0.966656890089684,-1.072165670232506,-1.0361766469100384
-1.0285925009391157,-0.8259666685433668,-0.7406556458176554,-1.0608164124623098,-0.9721945532275014,-0.962238333030557,-1.0170431224964747
-1.0006891336688517,-0.780550956480667,-1.0026613630929249,-0.7989105871548052,-0.8577695753874706,-1.0581798950076946,-1.0119376374799796
-1.0325144266226285,0.5373746027768014,-1.1085898906531217,-0.9938312102827697,-1.128102097406166,-1.0183305243779508,-1.0087485669846314
-1.0546657275476248,-0.9149647629886626,-0.5199701730485846,-1.03394893335615,-0.9123745160167772,-0.9926498646778819,-1.054008579726492
-1.034961366852595,-1.6429020592577595,-0.7050212018930727,-0.47065727325797674,-0.776299150542131,-1.0685955679918033,-1.039053219334239
-0.9871567362294396,-1.7783428328707935,-0.19804798379021016,-0.9063851882862243,-1.0277712740504241,-0.9170680701465718,-1.0244747998779988
-1.0132874648088868,-1.312329818175426,-0.8565244605766688,-0.6089186567902743,-1.0581666584687843,-0.9025671273258515,-0.971900842511533
-0.9882788297016617,-1.2214565753995381,-1.0034056477077644,-0.7136678736019746,-0.8967524015741699,-0.9460621474564477,-1.022300992097874
-1.0458365602464568,-0.40175183301967404,-0.8559090224150471,-0.92729600766288,-0.9418069667597845,-0.9824208043290451,-1.0067900998197261
-1.04038224476255,-0.1930449010991092,0.24465206267376705,-1.154040862195773,-1.0834479618997734,-1.0169043582953003,-1.0328524908805967
-0.9493879379286863,0.6013567700105256,-1.1173910039457788,-1.160771768559536,-1.0559811657700815,-0.9949096242604574,-1.0191807048536907
-1.0013240142485105,-0.812757221119393,-0.8971165891631845,-0.7183889248398319,-0.9351586747176227,-1.0722421652000165,-0.9874675534515555
-0.9883161956190477,-1.8071862284097326,-0.8612714445945778,-0.48492719182274957,-1.0082326007812439,-0.9322952157180013,-1.024855836983491
-1.0361241490109236,-0.8646960186095225,-0.8265924244610203,-0.7591911461575381,-1.0262374848690734,-1.0649801308104192,-1.011565234671042
-1.0791440570385356,0.07441851614224654,-0.9050300032989181,-1.0632982011935252,-0.9797170499280118,-1.041494240483523,-0.998563613586207
-1.0104369906342874,-0.9011839078496459,-0.2886250017986658,-0.8740748064373199,-0.9640943981078296,-1.023099014086178,-0.9982381064498765
-0.9872240536656254,-0.6191713288229449,-0.9695984988411708,-0.8866035509197571,-0.9607776158068404,-0.9378518195479113,-1.046815345086401
-1.0461250081794806,0.29862756996943113,-0.5724806175527803,-1.10511217668848,-1.1537937185404348,-1.0710282607272061,-1.0085654114362874
-0.9695204180326888,0.025837450495913517,-0.8580635588160099,-1.0768339088638608,-1.0144515496331332,-1.0186929787075238,-1.0355827003262412
-1.0367632921639065,-0.40464773363131745,-0.013276463663989047,-1.0809993648294105,-1.1362561036233445,-1.0281124879554022,-1.0361762823882696
-0.9469668374434257,-0.7537277329014767,-0.5106397382456658,-1.0261463301558043,-1.1332223849634688,-1.0208436138498482,-1.0171830557578636
-1.032523597909388,-0.9344414688836549,-0.7460918410080655,-0.8440040183328502,-0.9545688366720674,-0.9546556316854728,-1.0177301250617123
-1.0584826233664284,0.7445742776343045,-1.2401196990821042,-1.005205990634777,-0.9716258446460626,-0.9832488897071541,-1.0414870400703546
-1.0929403648090328,-1.1200623801064924,-0.5870774019161665,-0.8811647874521439,-0.822913048879936,-0.9956481883893596,-1.0111961033642927
-1.0602962670388016,-0.3813448965449454,-0.11056046651998297,-1.1448928136979961,-1.0544264644737622,-1.0394625579426298,-1.0423623811493958
-1.0848808336546665,0.9560551836518092,-1.0874624307559864,-1.1479399889897208,-0.9982715539973508,-1.0207076366221293,-1.0404535633247982
-1.0118848986712554,-0.06663876315716055,-0.5531217537101025,-1.0865592113063653,-1.1510544465448354,-1.0760205368706905,-1.0116659223223368
-1.0180228757556358,-0.935920326522566,-0.5281833840616968,-0.7490577962425664,-1.0311860683013914,-0.9913919444947701,-1.061250425362883
-0.9975409189119179,0.018853709237868277,-1.121048010047925,-0.8059946035589514,-0.9631273828013363,-1.023379323838128,-1.0197923682959167
-1.0713818506682302,2.1102374217114948,-1.5918377631691156,-1.2931988046103484,-1.0782630160065945,-1.0200777322784567,-1.0252238227979142
-1.048734987399792,0.4043056080593426,-0.8371002188054723,-1.0748480220219157,-1.1355977365827747,-1.0566234682502744,-1.0165876886439391
-1.01287010733113,-0.5197094815070875,-0.8384327480781191,-0.9906519071116993,-1.0773201944263726,-0.8745953457359255,-0.9947548416330583
-0.9812514810938852,-0.5179071673885495,-0.6166418019265546,-1.0994360249991963,-1.0145588037933597,-0.9381422391522356,-1.0256703420322635
-0.9660555717256026,-1.3600991425081426,-0.6440297563452806,-0.7397239820443418,-0.8665280335239983,-1.1028827771072562,-0.9912648136284475
-0.9843759861013143,-1.2235261165938125,-0.46679807218359226,-0.7750800504603085,-1.0127740276419066,-1.0304674364335014,-1.0013341776119358
-0.9781438491838891,1.0706838587989755,-1.359074801543116,-0.8329892369574002,-1.1885738295860213,-1.118157326205854,-1.041757044564276
-1.042345373383932,0.017170145791622515,-0.43923547737841434,-1.11447809073484,-1.1072841798856263,-1.0812119187687337,-1.027650970686259
-1.0235223525119166,-1.2097183667855615,-0.8858841357894688,-0.6108992873926594,-0.9330657874332998,-0.9414506411027485,-1.0130457600210445
-0.9772261965558541,-0.8120564764146678,-0.9240912213639101,-0.9051867324783356,-1.0192493512673308,-0.9369034359902899,-1.0174395658588613
-0.9801131693440622,-0.8105922913001572,-1.1534681960273554,-0.8809055016335577,-0.783410206153097,-0.9342670575858263,-1.0211863139392643
-1.020318965717972,-0.8191409347263399,-0.5579783506963664,-1.05597540110728,-0.8987114526074558,-0.9607817321675882,-1.0249950937187422
-0.9688035858884274,-0.85952885483584,-0.7834098562384904,-0.8191739248673129,-0.9798646032357277,-1.0315276894002727,-1.0364107988313918
-1.0223721807833692,-1.422184072775989,-0.43950351591663733,-0.7067924226377793,-0.9378973264800881,-0.9476781997785753,-1.03521558626765
-1.026609342897034,-0.6367889739790004,-0.7703859098660205,-0.9638701685945693,-0.8833589629256479,-1.0273705160457745,-1.0182980499419447
-1.080881609441233,-1.1199808271012879,0.6583388111245806,-1.0927401249586948,-1.013627911784523,-1.053193727199177,-1.0766935204584305
-0.9937923402288297,-0.21232312202105386,-0.4830303309691213,-1.0247988709841402,-1.1537691710713087,-1.0195630216058473,-1.0159746563538274
-0.9590744461173206,0.6276059761871096,-0.954758080989418,-1.0942317951160976,-1.118485468506042,-1.023104833998374,-1.0016257416981105
-1.027760908563072,-0.7667721416452662,-0.630398123329922,-1.0537442088431703,-0.9451869724716899,-0.9829519855356446,-0.9888667037389007
-0.9992417492932045,-1.0755899460333782,0.044349937942443796,-1.0085985761574445,-1.0572224265118066,-0.9947110888561758,-1.0260087649731262
-0.9864724101532621,1.2632997485223918,-1.2053242964125785,-0.9660507223941517,-1.0549499941185054,-1.0991652047690554,-1.0217971149794243
-0.9810758854272662,-0.7135696821656768,-0.5332749883015784,-0.9365676951496075,-1.007377626733867,-1.0571418052803943,-1.012331325218528
-1.0415408604556669,-0.12018151298862456,-0.5881960851948722,-1.0102847227744924,-1.0130627726290762,-1.07659836193575,-1.0373068601397397
-0.9655727472880898,-0.6597240135171016,-1.0446380663884813,-0.9262063478840965,-0.894193910957689,-0.9405242264165664,-0.9846451433532522
-1.02765632429456,-0.13671335734135148,-0.9819338906235084,-0.9410166634351638,-0.9938227530410474,-0.9809914659280179,-1.004604398119239
-0.9840798069761291,0.46030953311886685,-1.1737970427805002,-0.9911677855366042,-1.0693454863792626,-0.9963546556530116,-1.0059330390072465
-1.0060207479790007,0.08998710298579243,-0.945570046329187,-1.0691704411987835,-0.9289976689871052,-1.0175461327263071,-1.003682868075141
-0.9672685503083506,-1.047176080031165,-0.9282628060608746,-0.7410656337933358,-0.9361521180406625,-0.9874707349843419,-1.0070581148974544
-1.0596196474684048,-1.0991574219049136,-0.9168498584698619,-0.5800412044826648,-1.0091685651194715,-1.030258896594808,-1.029733333547517
-0.9845559927538049,-0.5633331489816038,-0.7656574103033997,-0.8330452486400407,-0.8956471503309538,-0.978066983527293,-1.004060200676974
-1.0318911081863786,0.06331735195645322,-0.538722981602091,-1.159227490714337,-1.1255834140761858,-0.9641882711743468,-1.04850651315564
-1.0555552838224112,-0.1305707243486966,-0.41879063511005926,-0.8744254222955671,-1.1771291801935082,-1.0354501257302995,-1.0523117153457102
-1.0126325170560664,1.0584740935713888,-1.065402380285129,-1.1594348863091395,-1.17785040466936,-0.9552486446867416,-1.02889423983372
-1.0335485018965909,0.5568613279520092,-1.0000109043602199,-0.9674729950364015,-1.06674808513845,-1.0066964087565875,-0.9930440509776141
-0.9840831450437021,0.15544939067666025,-0.8871543288386098,-1.0659007777284282,-1.007216944616707,-1.016510913234014,-1.0217320208097564
-0.9359349372315986,-1.0296337764266454,-0.6444862460204036,-0.7719452827928287,-1.0282144150743975,-0.9521631422837529,-1.0008299826998779
-1.0227050697283468,-0.9590166749440127,-0.7520965843985594,-0.8363229134091467,-0.8604318203108592,-0.9533400027862436,-0.9675432521267744
-0.9379355571954822,-0.4380856385714724,-0.4048864913753718,-1.1197776676783402,-0.9855539684766108,-1.0360121772498982,-1.0090391201366473
-0.9508248813722292,0.20312159178445083,-0.442007570349084,-1.258662315397888,-1.0867615542717475,-1.0597157167548226,-1.0164766404456453
-1.0328687131707537,0.6410648348078087,-0.9096073432003432,-1.1720636190445903,-0.9964751517618743,-1.1010728298807049,-0.9990437223295994
-0.9905824539613717,-0.5523888419454173,-1.022755824428653,-0.9710294317321012,-0.8581706302964722,-1.0230015263046566,-1.0141728593113513
-1.039956774283726,-1.0994884696883398,-0.6494812489182862,-0.7253948384703899,-0.970268844077682,-1.0386553576590978,-1.0096982345415093
-1.0671104189033453,-0.6787881155481952,-0.8028190560752916,-0.7509986876977116,-1.009951093019145,-0.9871992022439124,-0.9964259023572515
-1.0292555381426485,0.3613410319279485,-0.8991574745839184,-1.047204378453412,-0.9831580134144785,-0.9854791478228311,-1.0274103205881884
-1.0211228353612025,1.3567984145597796,-0.9647563862148051,-1.322051213802034,-1.1463282403885897,-0.9685290675010988,-1.0323071505367112
-0.9363384812120286,-0.671036544052726,-0.44684588274516723,-1.111375385117916,-1.073365109354096,-1.0079109849151693,-1.0215800312585204
-1.0003784180767552,-0.675593587732152,-0.6147324946140647,-1.06413574810348,-0.9585111640682474,-1.086505272540905,-1.0193186088447483
-1.0097012270812253,-0.9809483527586564,-0.566970968409656,-0.8921578328080447,-0.9352357324132631,-0.9875279184620086,-1.0179962398639673
-1.015380461719106,0.1602945284249752,-0.8392385962557911,-1.045385548491251,-1.0670271314222712,-1.0124504308310525,-1.0250685392158314
-1.0171365397215195,-0.03689552153299591,-0.7799391493886288,-1.1304245505428243,-0.974598521604314,-0.9887576896885382,-1.0572726689680718
-1.0412424167623633,-0.37866960832596946,-0.6880309960101737,-1.0830181607102416,-0.8601762452213073,-1.062897510042382,-1.0214995192280243
-1.0330249834173368,0.03864477490386814,-0.9316823163193779,-1.1090828845553118,-0.9528006996347671,-1.016113084678678,-1.001062026526874
-1.0447348465583048,-0.49243672148290507,-0.41907883464898465,-0.861744921250315,-1.1779940185271993,-1.0379252746903889,-1.0345588026341197
-0.9722884660233834,-0.05245841724575884,-1.062832695609823,-0.8777832285358057,-1.0105100699292033,-0.9938832571288874,-1.0111639493551854
-1.050241502336687,0.3591583899290171,-0.7763569061441423,-1.0457759096708885,-0.995193252850744,-1.102860655746968,-0.9957714428982783
-1.030809076431041,-1.1501298723140447,0.17818536721638878,-0.9878429246373004,-1.039085293456299,-0.9900793288253515,-1.02383460190118
-1.007827643629012,-0.5725955814699035,-1.022162689170529,-0.7541698014825334,-0.9864538660395675,-1.0787826313879443,-0.997378236667169
-1.0594370769520989,-0.9619102614480155,-0.2858164350631852,-1.1353042891309049,-0.9674732541251821,-0.9803743168638321,-1.0416074151580816
-1.0304235069967667,0.08080986216443281,-0.48493644225947946,-1.0401861369707202,-1.2319424577530316,-1.0640607596042462,-1.0260608562583626
-1.0210842975689673,0.3997329728502836,-1.1628463179518755,-1.18729186725905,-0.7431561725702571,-1.0234324256199,-1.0268790866536786
-1.031006714304643,-1.788810293156611,-0.4060076504904999,-0.6050834145669098,-0.8133268467693545,-1.0861084210431091,-0.997033705797597
-1.0597653507459637,-0.5327998265757058,-0.8261887894079446,-0.9274113809166818,-0.9334336884623018,-0.9903251277696755,-1.016689115781116
-0.990952618395061,0.9656749481346052,-1.1285941921473481,-1.2099309256013362,-1.116565052727879,-1.0432175624549958,-1.0182241192437396
-0.991839458038442,-0.20318262222525674,-0.9507879284393266,-1.0284558955976795,-0.9666636330747449,-1.1546131299253835,-1.0562783868901253
-0.9955579236186481,-1.1856663618334582,-0.9388369915400022,-0.6045155423172532,-0.8491490745310775,-0.9632245319720298,-0.9797384928701948
-1.0010817450118275,-1.2950070454289215,-0.730213353901026,-0.5966915838267766,-0.9367463707859081,-1.0895910696239823,-1.0413200688416275
-0.9513209586813287,-1.2113620816122805,-0.6346531697698924,-0.6711612783492944,-1.0896829680799365,-0.92786220164259,-1.0280167480471587
-0.9810363018259678,-0.2728498976919455,-0.9034228531863698,-0.9339954772114393,-0.9612042717260233,-0.9988830468472861,-1.008248316686965
-0.9585904499868324,0.5919211558000168,-1.22573664987286,-1.1009159184293589,-0.9950272378736352,-0.8716356015410316,-1.0182582239596996
-1.0601702153447943,0.27632748615593633,-0.7306847127747202,-1.078467018958747,-1.0597471590147611,-1.0131129523130251,-1.0248139264876932
-1.0118570209941509,-0.23684290368739175,-0.6243207229156724,-0.9916609649529371,-1.0994641488748933,-1.0229967483320874,-1.0073878425311555
-1.078655131063436,-0.6400058111141027,-0.6082678167793751,-0.8619872097315847,-1.0693069021710817,-1.0613269909446383,-1.0462415732072212
-0.9587842299167165,-0.08430124443029546,-0.933945330040433,-0.8715524373141303,-1.09340294139487,-1.0651445316367214,-0.9991477221722305
-1.0377601891188526,-0.6021902059220461,-0.9997212996849354,-0.962362862828126,-0.8650885767152932,-0.9887984464639608,-1.0523716987984206
-1.0320465270885477,-0.8039489060483751,-0.06822870605323983,-1.200411567864471,-1.1522336247032297,-1.0201203681191846,-1.0403503825614464
-1.0341426612090303,-0.8251894753336152,-0.6512827811950019,-1.0366468408902079,-0.8065102449071605,-1.004227646565816,-0.9674699765022486
-1.0188033300652652,-1.152632899357869,-0.8587676039140929,-0.9208440953941269,-0.8870755384294903,-0.9488233363496676,-0.9692108745722496
-0.9699253253895865,-0.11742961419693537,-0.033917250466379834,-1.2027831052943503,-1.2331068836855337,-1.00200286202475,-1.0233166483091403
-1.001003237422573,-0.2655808415601434,-0.656757946449831,-1.0071538867914138,-1.0571033472557194,-1.0023497445800027,-1.0092665932694151
-0.9961946625515443,-0.13415661372291532,-0.3932807284520451,-1.287148177154167,-1.1232520248303979,-0.9960810460158197,-1.0393831001307752
-1.0928546420461496,-1.6424196403307674,-0.3237082865610197,-0.8945268309687946,-0.8929662382798353,-1.051716000592959,-1.0081596094492826
-1.035588233768154,0.3225707940136761,-0.7890333087181468,-1.0435990953048977,-1.1055950802640255,-0.9938483564489862,-0.965706354315803
-0.9896274818887342,-0.037182458890477,-1.13914491975536,-0.9564622794891835,-0.9172133831632077,-1.018667005596002,-0.9922172024240603
-1.006851998583879,1.226118420018178,-1.1303528457189083,-1.1298814474091103,-1.1090082521497597,-1.0054427742398546,-1.0435067354144585
-1.0407260755773355,-1.6349425639124295,-0.8532648209914714,-0.3262121338071702,-0.907059563425514,-1.0987842799085534,-1.021601989276518
-1.053969872815081,0.7307694984246971,-0.8939229845914433,-1.0310416947394412,-1.0250711117467908,-0.9817910898075937,-1.0136943279541326
-1.0471848211510868,2.2003608270003676,-1.2300322944936823,-1.262384789887256,-1.1732356617260469,-1.0354342012956235,-1.0648313425215792
-1.01750745546409,0.39695915972104584,-0.8509990935412299,-1.103745874361981,-1.0632783776312427,-1.0448492563756286,-1.0126009572300372
-1.0225577805310917,-1.0670078014516617,-0.47994811146014277,-0.7717121743561978,-1.0749877117194457,-1.00548296254748,-1.0159466008624805
-1.0076281207120483,1.0484324161227097,-0.8445742548407946,-1.3470129179087444,-0.9946162407733024,-0.9446991801312249,-1.0160395656599714
